,Unibail-Rodamco,LOréal,Worldline SA,EssilorLuxottica,Bouygues,LEGRAND,SAFRAN,Dassault Systèmes,Sodexo,Publicis,Schneider Electric,Hermès (Hermes International,Accor,LVMH Moet Hennessy Louis Vuitton,Air Liquide
2014-02-13,185.88,122.7,,75.24,40.48,53.93,39.81,75.2,28.14,56.56,62.43,34.71,241.05,120.04,72.24
2014-02-12,186.4,123.4,,75.16,40.68,54.26,39.91,75.28,27.69,57.0,62.95,34.76,242.42,120.91,72.32
2014-02-11,185.61,125.5,,75.71,40.08,53.98,39.74,74.77,27.56,57.31,61.68,34.42,241.29,121.17,72.15
2014-02-10,182.33,132.36,,76.25,39.78,53.37,38.46,74.39,27.19,56.51,60.92,34.38,241.18,120.85,71.55
2014-02-07,177.76,122.72,,74.45,39.04,52.62,39.04,73.99,27.41,55.91,60.67,34.23,239.76,120.85,70.77
2014-02-06,177.92,122.6,,74.06,38.59,52.8,39.09,74.03,27.05,56.39,59.94,33.23,238.65,120.58,68.45
2014-02-05,175.43,121.05,,74.56,38.71,51.81,41.95,72.91,26.46,54.24,58.57,33.23,236.2,117.57,68.45
2014-02-04,181.86,120.99,,74.4,38.86,52.34,42.65,73.63,26.89,54.44,58.36,32.77,235.5,117.74,68.28
2014-02-03,178.73,121.82,,74.91,39.26,53.0,43.23,74.0,26.24,55.28,58.83,33.17,235.53,116.53,68.72
2014-01-31,177.38,119.9,,73.34,39.31,52.45,42.25,73.08,26.92,55.84,59.0,33.57,229.65,118.39,67.62
2014-01-30,177.88,121.44,,74.63,39.23,52.57,43.09,72.29,27.28,54.53,59.75,33.5,226.92,114.46,68.53
2014-01-29,180.26,121.0,,75.16,39.78,54.05,43.54,74.85,26.81,55.67,61.29,34.09,236.45,110.63,68.72
2014-01-28,178.66,123.61,,76.34,39.43,53.18,41.99,75.76,27.19,56.16,60.63,33.99,234.0,111.93,69.15
2014-01-27,179.18,122.5,,76.14,39.41,52.29,41.71,75.72,26.93,54.35,60.4,33.44,236.65,111.66,69.43
2014-01-24,179.96,125.03,,77.04,39.8,52.6,42.29,76.86,27.16,54.9,60.98,33.15,240.0,111.3,69.04
2014-01-23,186.61,126.95,,78.65,39.7,53.78,42.81,77.18,28.06,56.23,63.2,33.79,245.0,113.12,71.42
2014-01-22,185.21,127.4,,79.99,40.64,54.04,42.61,76.87,27.97,56.87,65.4,33.97,246.2,115.36,72.36
2014-01-21,188.28,125.8,,79.34,41.36,53.93,42.89,77.04,27.79,57.55,65.81,33.75,247.17,117.16,72.43
2014-01-20,188.76,124.5,,78.37,40.94,53.67,42.59,76.47,29.51,56.95,65.31,33.77,247.49,114.86,72.13
2014-01-17,189.42,125.45,,78.49,41.01,53.3,42.23,76.67,29.57,56.91,65.06,33.75,244.21,114.04,72.4
2014-01-16,186.78,126.02,,80.58,40.75,53.37,41.97,77.1,29.35,57.12,64.92,33.49,241.7,114.46,71.8
2014-01-15,186.63,122.51,,80.65,38.95,52.94,42.4,75.34,29.39,57.55,63.34,32.69,249.0,115.97,71.98
2014-01-14,186.18,122.45,,80.61,38.22,52.72,42.06,74.93,27.87,55.32,62.55,32.18,245.96,114.13,71.93
2014-01-13,187.04,122.3,,80.15,38.46,52.09,41.7,75.6,27.54,55.84,62.99,32.55,249.44,113.5,72.07
2014-01-10,185.42,123.8,,81.92,39.03,51.45,42.32,74.25,27.42,56.39,62.14,32.38,251.15,113.64,72.54
2014-01-09,187.05,122.78,,81.53,38.83,51.14,42.06,74.12,27.22,55.88,61.88,32.53,250.48,111.51,71.61
2014-01-08,183.87,123.72,,79.92,38.84,51.18,43.37,75.31,27.03,54.78,61.84,32.47,250.7,113.7,71.98
2014-01-07,185.18,126.09,,77.24,39.44,51.49,43.29,73.83,26.6,55.62,62.66,32.21,257.33,115.04,71.69
2014-01-06,183.62,126.0,,76.68,39.52,51.81,43.83,73.67,26.04,56.04,62.92,32.27,260.2,115.32,72.95
2014-01-03,183.58,125.65,,76.17,39.98,50.25,44.07,73.63,26.1,56.42,62.82,31.97,262.15,118.08,73.55
2014-01-02,182.81,125.8,,75.56,40.08,50.35,43.88,74.06,25.88,57.05,61.89,32.27,263.35,117.97,74.05
2013-12-30,182.25,126.4,,76.2,39.97,50.37,43.82,73.5,25.96,55.56,63.14,31.95,262.7,118.56,74.75
2013-12-27,181.07,126.0,,75.73,40.0,49.56,43.77,72.81,25.94,55.64,62.93,31.41,257.8,119.01,74.42
2013-12-23,179.45,124.6,,74.49,39.27,49.39,43.49,72.73,24.93,54.68,61.78,31.32,250.6,116.26,72.54
2013-12-20,177.94,124.8,,73.91,39.25,49.26,42.99,72.45,25.01,54.88,61.56,31.14,254.7,116.89,73.1
2013-12-19,177.46,124.45,,73.11,39.19,48.96,42.55,72.01,25.27,52.94,60.32,31.18,251.25,116.9,73.18
2013-12-18,176.86,123.68,,72.01,38.67,48.8,41.95,71.0,24.72,53.31,59.76,30.63,248.9,116.44,72.04
2013-12-17,176.53,123.6,,71.29,38.93,48.8,41.71,71.46,24.54,52.42,60.63,30.75,246.39,116.45,71.76
2013-12-16,177.25,123.12,,72.3,38.82,48.73,40.88,71.51,25.04,52.52,60.61,30.89,245.76,115.84,72.23
2013-12-13,176.75,124.3,,72.17,38.8,47.83,41.18,70.58,24.59,52.23,58.84,31.07,244.85,114.51,71.85
2013-12-12,179.16,124.68,,72.76,38.9,48.29,40.56,70.79,24.47,52.7,58.75,30.85,244.95,115.13,71.52
2013-12-11,180.63,125.75,,72.35,39.2,47.65,40.73,71.83,24.75,53.36,59.14,30.71,246.25,116.53,71.91
2013-12-10,185.13,126.11,,72.99,39.74,48.05,41.05,71.91,24.68,53.59,59.9,30.99,247.0,115.81,71.68
2013-12-09,186.84,127.15,,73.52,39.78,47.86,41.26,72.35,24.67,53.81,59.57,31.01,251.09,118.15,71.85
2013-12-06,184.42,127.0,,74.24,39.11,47.99,40.8,72.42,24.76,53.91,58.07,31.04,250.34,117.47,72.08
2013-12-05,185.41,122.52,,74.77,39.41,47.74,40.64,72.9,24.7,53.6,59.21,31.01,249.4,118.53,72.46
2013-12-04,186.64,122.88,,73.71,39.41,48.14,39.83,72.37,25.05,53.33,59.82,30.61,250.95,118.96,73.01
2013-12-03,188.36,123.9,,74.47,40.62,49.07,40.19,72.65,25.35,54.73,60.0,30.24,251.5,120.7,74.09
2013-12-02,192.48,125.2,,75.57,40.55,49.02,41.05,73.62,26.39,54.5,61.73,30.26,256.46,124.63,74.91
2013-11-29,191.43,123.65,,77.0,40.58,48.69,40.77,73.95,26.46,54.12,62.18,30.33,255.0,125.45,74.98
2013-11-28,193.25,123.79,,76.47,40.63,48.58,40.93,73.5,26.62,55.15,62.41,28.85,253.35,126.85,75.37
2013-11-27,192.33,123.0,,75.44,40.02,48.15,41.06,73.41,26.32,54.73,61.65,30.17,250.3,127.8,75.01
2013-11-26,193.68,123.82,,74.57,39.82,47.38,41.18,73.93,26.52,54.54,61.36,31.65,250.35,127.34,74.97
2013-11-25,193.2,124.81,,75.9,39.88,47.27,41.39,72.97,26.44,55.1,61.46,32.08,251.1,127.93,74.96
2013-11-22,191.14,124.75,,76.6,39.89,46.64,41.35,72.21,26.45,54.85,59.45,31.52,250.75,125.54,74.54
2013-11-21,191.14,124.71,,76.64,39.82,46.7,41.13,70.69,26.82,53.54,59.53,31.38,251.2,125.77,74.17
2013-11-20,191.76,125.65,,77.22,40.65,46.48,41.79,73.64,27.15,54.17,60.0,31.52,252.55,126.89,74.84
2013-11-19,191.33,123.95,,77.19,40.79,46.55,41.92,73.08,27.09,53.31,61.89,31.37,250.4,127.0,74.39
2013-11-18,193.77,125.86,,76.99,40.94,46.34,41.69,72.85,27.87,54.33,62.5,31.5,247.8,128.47,74.58
2013-11-15,192.08,125.2,,76.24,41.03,46.07,41.68,73.4,27.72,54.85,61.74,31.56,248.3,126.05,73.98
2013-11-14,191.54,124.89,,76.82,40.6,47.05,42.28,72.0,28.12,53.45,61.55,31.31,249.85,125.55,73.36
2013-11-13,191.12,123.0,,76.09,40.32,47.16,41.95,73.43,26.61,53.4,61.09,31.08,248.1,124.78,72.8
2013-11-12,190.5,123.79,,76.74,40.07,47.39,42.12,74.01,26.91,54.52,61.46,31.19,250.2,126.26,73.36
2013-11-11,192.4,123.8,,75.78,40.0,47.42,42.85,73.72,27.04,54.27,61.68,31.02,252.0,126.75,72.6
2013-11-08,192.5,123.28,,74.66,40.25,46.97,42.03,72.64,26.31,54.22,61.83,30.52,251.45,126.16,72.83
2013-11-07,191.49,123.78,,74.84,42.03,47.52,42.27,73.46,26.64,54.3,61.97,31.01,253.65,126.26,74.0
2013-11-06,192.47,124.21,,75.64,41.86,46.96,41.67,73.26,27.13,54.79,61.9,31.02,254.14,126.08,73.36
2013-11-05,192.79,123.69,,75.77,41.89,47.49,42.14,71.91,27.05,54.25,61.84,31.22,255.75,125.63,72.86
2013-11-04,192.75,124.8,,75.83,41.79,47.13,42.8,72.15,27.76,52.58,63.0,31.53,256.95,127.52,73.79
2013-11-01,192.25,125.19,,77.43,41.78,47.19,43.34,71.9,27.63,51.76,62.04,30.97,252.15,127.74,73.03
2013-10-31,192.79,125.17,,78.64,41.32,47.3,43.17,71.0,27.3,51.28,61.27,30.81,251.35,128.06,72.8
2013-10-30,194.95,123.84,,78.41,41.35,47.25,41.93,71.74,27.37,51.5,61.41,31.16,253.7,126.98,73.89
2013-10-29,196.23,129.52,,77.81,41.01,47.01,41.93,71.97,27.58,51.05,61.76,31.22,254.25,126.17,74.33
2013-10-28,194.95,128.37,,76.99,41.35,46.96,42.48,71.64,27.64,51.25,62.8,31.4,251.3,125.95,74.81
2013-10-25,194.12,127.53,,76.24,41.22,46.99,42.01,72.14,27.91,51.04,60.47,31.73,248.25,125.27,74.47
2013-10-24,194.24,127.83,,77.03,41.39,47.23,41.38,72.61,27.86,50.7,62.49,31.66,256.33,125.86,73.76
2013-10-23,192.2,129.32,,78.94,41.57,47.23,42.0,72.76,27.7,50.83,62.3,31.75,256.0,125.68,75.06
2013-10-22,192.18,129.3,,78.38,40.85,46.2,42.89,73.11,28.03,51.03,62.72,31.83,258.25,126.13,74.84
2013-10-21,189.45,126.95,,78.09,40.75,46.2,41.85,72.86,28.19,50.18,61.92,31.76,258.6,125.72,74.46
2013-10-18,192.66,126.82,,78.48,40.21,44.95,41.7,72.37,27.98,50.37,61.25,31.71,253.84,126.85,74.13
2013-10-17,190.27,123.52,,77.64,40.0,44.67,41.77,69.9,27.74,49.16,61.0,30.5,257.05,124.77,73.98
2013-10-16,188.58,121.88,,77.42,41.09,45.6,40.37,69.9,28.08,50.25,62.35,30.5,254.85,124.86,73.29
2013-10-15,187.26,124.3,,78.38,41.46,45.68,40.05,69.97,27.69,50.44,62.37,31.26,260.15,126.46,74.17
2013-10-14,188.13,122.97,,78.6,40.99,45.7,42.2,69.35,26.75,48.75,62.5,30.3,258.67,130.09,73.51
2013-10-11,186.48,125.65,,78.82,41.12,46.25,46.47,68.75,26.9,49.21,62.91,30.62,261.55,131.58,73.17
2013-10-10,186.1,126.53,,78.23,40.16,45.96,46.0,68.0,26.32,48.14,61.07,29.95,260.7,131.68,72.99
2013-10-09,180.55,124.63,,77.56,40.18,45.71,45.83,67.26,25.08,48.09,60.83,29.87,261.24,130.18,71.79
2013-10-08,180.1,124.37,,76.98,40.17,45.93,46.42,67.81,25.18,48.82,60.99,30.06,261.79,130.59,73.0
2013-10-07,180.68,123.78,,76.9,40.54,45.2,46.62,67.51,25.18,49.08,60.09,29.88,260.5,130.57,73.23
2013-10-04,184.45,125.37,,76.71,40.57,45.51,47.34,68.58,25.42,48.8,60.51,29.49,264.4,132.45,73.74
2013-10-03,183.05,124.59,,77.28,39.98,46.2,47.52,69.21,25.37,49.24,60.5,29.67,266.4,131.26,73.82
2013-10-02,183.45,125.92,,77.72,40.91,46.45,47.71,69.58,25.61,49.62,63.8,29.9,266.75,130.86,74.64
2013-10-01,182.4,127.44,,79.18,41.04,46.68,47.54,69.04,25.8,49.65,62.65,28.88,266.17,133.54,75.34
2013-09-30,182.55,127.18,,78.68,41.32,45.43,47.17,67.88,25.55,49.65,62.44,28.96,264.39,130.54,75.28
2013-09-27,183.25,127.23,,80.33,41.74,45.39,47.52,69.18,25.67,49.94,63.8,29.27,267.53,131.31,74.99
2013-09-26,184.28,127.27,,79.87,41.8,45.0,47.44,69.46,25.9,50.51,66.36,28.99,266.97,132.6,75.67
2013-09-25,184.45,127.53,,80.75,41.9,44.59,47.55,68.83,26.06,50.7,65.63,29.21,267.65,132.93,75.76
2013-09-24,184.32,128.92,,79.85,41.72,44.82,48.42,68.52,26.16,50.17,65.97,28.95,268.71,134.07,75.89
2013-09-23,183.4,129.07,,80.18,42.06,44.1,47.27,69.61,25.43,51.07,64.47,28.79,270.95,131.67,76.18
2013-09-20,184.36,128.83,,82.16,41.61,44.81,46.24,69.44,26.05,50.53,64.93,29.11,268.85,133.71,76.65
2013-09-19,185.77,128.74,,81.92,42.53,45.02,46.48,68.13,25.56,51.79,65.71,29.22,268.81,134.7,76.91
2013-09-18,177.43,127.0,,81.99,41.68,44.95,46.94,67.47,25.71,51.49,65.98,29.29,265.48,131.49,75.86
2013-09-17,177.7,126.89,,81.84,41.62,44.53,47.24,67.88,25.7,51.63,64.7,29.28,270.0,129.24,75.07
2013-09-16,177.23,126.03,,82.61,42.08,44.3,47.66,67.68,25.71,51.69,62.87,29.63,261.55,130.12,75.03
2013-09-13,175.25,124.92,,81.59,40.91,43.39,47.53,67.0,25.83,50.23,62.3,29.32,262.35,128.42,74.7
2013-09-12,177.34,124.5,,79.56,41.2,44.21,47.36,67.93,25.63,50.8,62.27,28.98,260.0,126.43,74.72
2013-09-11,174.65,124.8,,81.67,41.34,44.38,47.05,68.12,23.9,50.19,62.78,28.58,259.35,127.34,75.09
2013-09-10,174.17,125.77,,80.43,40.25,43.56,47.1,67.83,23.63,50.2,62.73,28.68,261.1,128.11,75.02
2013-09-09,170.3,125.02,,78.71,39.86,43.57,47.19,67.37,23.17,49.81,61.41,28.23,256.8,125.29,73.6
2013-09-06,169.0,125.4,,79.31,39.48,43.59,46.45,66.87,23.66,49.69,61.0,27.57,256.9,121.71,73.08
2013-09-05,169.26,124.82,,80.08,38.96,42.85,46.34,67.82,23.42,48.47,59.46,27.72,254.47,121.49,72.96
2013-09-04,167.9,124.97,,79.81,38.56,42.72,46.32,67.57,23.63,49.0,59.86,26.99,256.24,120.04,73.13
2013-09-03,170.0,126.54,,82.19,38.85,42.58,46.91,66.99,22.79,48.74,59.53,26.97,256.75,122.36,73.8
2013-09-02,175.45,128.02,,82.42,38.69,42.52,46.88,67.71,22.52,47.92,58.79,26.93,255.81,122.25,73.67
2013-08-30,169.93,126.95,,81.21,38.84,42.35,46.79,66.89,22.62,47.84,57.88,26.76,255.8,120.76,72.81
2013-08-29,171.31,122.72,,82.98,38.25,42.15,46.69,66.47,23.22,46.58,58.64,25.94,247.8,121.67,73.75
2013-08-28,172.18,123.27,,83.46,38.7,41.96,47.59,66.63,24.16,47.07,58.52,26.03,243.95,120.18,73.49
2013-08-27,172.35,122.45,,84.66,38.94,42.69,47.01,68.07,21.8,48.13,58.24,27.35,247.77,121.89,74.71
2013-08-26,177.23,125.59,,86.53,39.05,43.8,48.19,68.19,22.55,48.23,60.61,28.08,253.6,125.77,77.06
2013-08-23,175.9,125.69,,85.86,39.56,44.03,48.18,67.95,22.77,47.92,60.0,27.95,258.2,125.53,77.04
2013-08-22,175.4,127.38,,86.6,38.83,43.37,47.65,67.8,22.91,48.27,59.58,27.58,256.45,125.81,76.15
2013-08-21,176.33,125.97,,86.22,38.78,42.42,48.29,68.77,22.59,48.9,60.06,27.95,255.56,125.88,74.62
2013-08-20,180.33,125.6,,85.93,38.97,42.28,47.66,68.3,22.73,48.27,60.18,28.1,255.25,126.26,74.81
2013-08-19,181.48,126.77,,87.74,39.48,42.81,48.33,67.68,23.3,47.81,60.72,28.67,255.17,126.83,75.46
2013-08-16,180.69,129.82,,87.77,39.82,42.73,48.28,67.4,23.3,48.15,60.73,28.37,258.3,125.27,75.08
2013-08-15,184.18,127.88,,87.04,39.96,42.88,48.13,68.15,22.99,49.5,61.02,28.01,262.16,126.08,74.55
2013-08-14,183.03,129.45,,86.99,39.68,42.81,48.27,67.53,22.88,49.71,61.11,28.1,261.18,127.75,75.32
2013-08-13,183.95,128.97,,87.33,39.33,43.05,48.08,67.77,22.68,49.41,61.13,27.76,261.45,126.01,74.42
2013-08-12,183.27,127.07,,87.44,39.46,43.0,47.82,66.25,22.58,49.22,61.25,27.63,262.4,126.08,73.85
2013-08-09,183.83,127.17,,87.09,39.44,43.5,47.87,66.17,22.37,49.53,61.1,26.98,261.08,124.91,74.12
2013-08-08,187.37,128.14,,86.85,39.06,43.62,47.88,66.77,21.71,49.81,61.19,26.69,260.25,125.02,73.52
2013-08-07,185.87,128.03,,87.24,39.03,42.86,48.05,69.07,21.31,49.68,61.17,27.02,260.2,124.93,73.18
2013-08-06,189.52,129.53,,88.23,39.18,43.76,48.11,69.44,21.33,49.49,61.03,27.04,261.71,126.08,72.79
2013-08-05,187.83,127.75,,86.95,39.37,44.49,47.92,69.68,21.82,50.04,61.2,27.05,262.4,126.24,73.52
2013-08-02,185.81,126.73,,86.03,39.65,44.36,47.95,69.38,21.58,50.28,62.91,27.07,258.94,126.4,73.49
2013-08-01,183.78,127.68,,84.36,39.05,44.59,48.02,68.71,21.48,51.65,62.3,26.61,259.45,125.97,72.92
2013-07-31,179.43,126.0,,83.57,39.16,43.75,48.01,68.96,20.83,51.15,60.41,26.54,256.34,122.52,73.02
2013-07-30,184.15,125.78,,84.18,39.36,43.47,47.71,68.23,21.12,48.87,58.0,26.53,255.52,122.07,73.62
2013-07-29,185.7,125.38,,84.44,39.53,43.4,47.77,68.2,20.84,51.4,58.4,26.86,254.52,121.31,70.98
2013-07-26,185.1,125.52,,80.34,40.46,44.43,46.97,68.2,20.96,49.55,58.07,26.99,254.0,122.22,72.0
2013-07-25,185.0,125.67,,80.23,40.15,42.34,48.45,68.49,20.74,49.24,58.12,26.78,258.25,117.84,72.3
2013-07-24,188.0,127.35,,80.78,40.19,42.68,48.86,69.27,21.01,49.67,56.83,25.87,258.85,118.38,71.61
2013-07-23,189.2,126.8,,80.38,40.07,43.53,48.5,67.8,20.96,49.5,56.91,25.85,258.34,116.29,72.13
2013-07-22,189.53,127.13,,80.43,40.34,43.51,48.67,68.08,19.61,49.0,57.71,26.37,261.9,118.83,72.21
2013-07-19,187.6,128.02,,80.8,39.29,43.16,49.34,68.88,19.52,50.22,56.37,26.29,261.33,119.05,72.02
2013-07-18,185.63,127.23,,80.88,39.18,42.31,49.52,68.83,19.44,48.95,56.12,26.0,258.3,120.9,71.72
2013-07-17,184.98,128.07,,81.01,38.97,42.75,48.87,68.53,19.51,48.12,54.71,25.9,251.01,119.77,71.68
2013-07-16,188.8,127.4,,80.67,38.94,42.79,48.45,68.54,19.5,48.62,55.0,25.89,250.8,118.35,71.16
2013-07-15,190.3,130.58,,82.38,38.46,43.0,48.96,68.58,19.62,48.59,55.0,25.92,253.5,120.63,71.18
2013-07-12,188.55,129.4,,82.29,38.26,42.59,48.93,68.58,19.47,48.81,58.13,25.89,254.03,119.91,71.55
2013-07-11,187.55,129.42,,81.57,38.41,42.65,47.96,68.69,19.28,48.78,57.7,26.27,255.35,120.27,71.23
2013-07-10,183.85,129.03,,81.38,37.91,42.51,47.14,67.93,18.99,47.3,57.21,26.0,252.9,119.37,70.24
2013-07-09,184.43,128.8,,81.46,38.36,42.27,47.38,66.45,19.0,47.35,57.81,26.05,256.3,118.85,70.74
2013-07-08,181.94,128.81,,82.57,38.04,41.86,47.17,66.5,18.89,47.22,57.41,26.44,250.48,116.17,69.19
2013-07-05,181.58,127.0,,82.55,37.23,41.72,46.93,66.51,18.65,46.94,57.8,26.23,249.73,113.09,70.12
2013-07-04,177.3,129.21,,83.21,36.26,40.85,46.87,66.75,18.99,46.56,55.81,25.89,249.3,113.56,69.83
2013-07-03,178.05,125.33,,78.53,36.14,40.26,46.07,64.72,18.53,46.63,55.0,25.78,247.37,112.27,68.7
2013-07-02,176.28,127.12,,80.2,36.21,40.79,45.88,65.5,18.68,46.51,56.32,26.04,249.9,113.64,69.26
2013-07-01,176.13,127.76,,81.62,35.63,40.25,45.85,64.84,18.71,46.9,56.54,25.38,248.83,115.04,69.52
2013-06-28,176.8,126.0,,81.26,35.55,40.43,45.38,64.14,18.68,46.59,55.63,25.05,246.95,112.43,69.85
2013-06-27,176.9,125.03,,82.16,35.47,40.24,45.78,64.14,19.01,45.19,56.42,24.91,247.71,113.73,68.96
2013-06-26,174.3,125.47,,81.1,35.25,39.76,45.63,64.52,18.38,44.42,55.08,24.41,245.15,112.69,68.51
2013-06-25,169.0,122.62,,79.81,35.22,38.68,44.38,62.83,18.21,44.02,54.89,24.64,241.25,110.08,67.62
2013-06-24,165.38,121.0,,78.2,35.81,38.47,45.05,64.12,17.76,43.93,53.59,24.64,238.1,108.15,67.37
2013-06-21,172.75,123.52,,78.67,36.35,40.52,45.97,66.29,17.98,45.8,55.01,24.68,245.9,109.05,68.52
2013-06-20,172.65,123.5,,79.19,35.57,40.8,45.98,66.75,18.19,46.05,54.28,24.68,251.25,110.85,69.36
2013-06-19,180.2,128.17,,81.94,35.56,41.36,46.69,66.19,18.67,46.82,57.15,25.14,255.55,115.22,71.23
2013-06-18,179.33,127.81,,82.61,35.24,41.53,46.51,65.91,18.76,46.12,57.85,24.84,256.68,113.83,70.86
2013-06-17,180.2,128.47,,83.66,35.1,41.16,46.28,66.4,19.04,46.46,58.25,25.08,257.45,114.78,71.34
2013-06-14,181.0,124.72,,81.58,35.7,40.61,46.68,66.31,19.02,45.86,58.1,24.83,255.5,112.86,70.77
2013-06-13,175.1,124.96,,81.85,35.24,39.73,45.89,64.62,18.75,45.07,57.33,24.17,255.5,113.78,69.67
2013-06-12,177.9,126.6,,83.49,35.42,40.35,46.19,65.36,18.79,45.1,58.23,24.79,262.1,115.0,70.85
2013-06-11,180.55,125.28,,80.25,36.2,40.18,46.46,64.86,18.68,45.36,59.43,25.21,259.9,116.51,70.63
2013-06-10,182.7,127.22,,82.58,37.18,39.72,46.32,65.55,18.88,45.25,59.87,25.31,261.9,119.48,71.38
2013-06-07,183.13,127.17,,81.61,36.79,39.73,46.66,64.54,18.81,44.52,58.66,25.1,262.25,119.34,70.35
2013-06-06,183.7,123.9,,81.93,36.51,39.55,46.26,64.88,18.94,44.85,59.51,24.97,262.8,117.85,70.25
2013-06-05,190.5,125.7,,82.24,36.89,39.83,47.2,64.53,18.67,44.79,59.8,25.43,264.2,118.42,71.54
2013-06-04,191.7,129.22,,83.52,37.68,40.34,47.41,65.22,18.87,45.66,60.59,25.92,264.78,120.3,71.29
2013-06-03,190.9,129.0,,84.35,37.87,40.44,46.94,65.4,19.49,46.65,60.86,26.07,274.87,122.2,72.4
2013-05-31,190.0,131.15,,84.74,38.07,40.89,47.2,64.75,19.66,47.66,61.62,26.03,275.31,123.74,72.48
2013-05-30,193.18,131.98,,85.8,37.34,40.76,46.1,65.39,19.9,47.28,61.65,25.52,276.6,125.23,71.72
2013-05-29,193.28,133.12,,86.4,37.54,41.37,45.39,67.93,19.53,47.91,60.43,25.53,278.3,123.6,71.25
2013-05-28,196.52,135.87,,88.48,38.43,40.58,45.72,67.9,19.72,48.01,62.23,25.56,281.95,126.89,71.9
2013-05-27,197.25,134.28,,87.19,38.02,40.36,44.92,66.13,19.39,48.01,61.4,25.52,275.61,124.41,71.06
2013-05-24,195.75,132.97,,86.31,38.09,40.46,44.09,66.19,19.22,47.32,60.96,25.7,276.23,124.01,71.2
2013-05-23,197.85,133.61,,88.59,38.27,40.48,44.2,65.95,19.15,47.47,60.39,25.17,273.5,123.65,70.54
2013-05-22,207.43,136.16,,89.01,38.67,40.55,45.07,67.85,19.53,48.09,62.44,25.71,280.4,127.7,70.81
2013-05-21,206.7,136.66,,88.23,38.82,40.99,44.32,67.91,19.5,47.99,61.1,25.5,281.0,129.14,70.93
2013-05-20,207.03,134.5,,88.1,38.8,39.91,44.85,68.19,19.77,47.68,60.14,25.61,276.4,127.32,70.85
2013-05-17,206.0,134.65,,87.7,38.16,39.94,44.66,66.31,19.32,46.63,59.81,25.39,275.0,127.12,70.41
2013-05-16,201.48,136.44,,87.75,37.9,39.47,45.48,65.29,19.69,46.91,58.93,24.86,270.86,126.17,70.11
2013-05-15,200.6,135.56,,88.32,37.55,39.45,45.13,64.44,20.37,46.79,58.62,23.99,267.97,124.28,71.61
2013-05-14,201.3,135.48,,88.2,37.53,39.53,44.97,64.63,20.19,46.72,58.53,23.66,269.28,122.07,71.45
2013-05-13,196.1,134.45,,87.69,37.37,39.03,44.4,64.38,20.58,47.1,58.46,23.86,266.66,120.02,71.62
2013-05-10,193.82,133.77,,86.8,37.36,38.46,44.51,64.59,20.22,46.84,58.87,23.8,265.25,120.18,71.42
2013-05-09,193.1,133.0,,86.26,37.52,38.67,44.3,63.42,20.11,46.42,58.3,23.85,263.12,119.81,71.17
2013-05-08,192.93,133.68,,86.17,37.41,37.55,44.38,63.9,20.03,46.15,58.7,23.7,263.1,120.11,71.27
2013-05-07,194.4,132.11,,85.06,35.3,37.68,44.25,63.9,19.64,46.27,57.74,23.44,259.45,120.22,71.51
2013-05-06,193.13,136.2,,84.95,35.46,37.54,44.26,63.86,20.38,45.91,57.33,23.35,262.89,120.84,71.11
2013-05-03,198.0,136.23,,83.32,35.67,37.36,44.61,64.38,20.56,45.78,57.51,23.14,260.67,121.8,70.49
2013-05-02,199.0,136.14,,83.47,35.2,37.02,44.77,63.01,20.22,44.64,55.65,23.86,255.85,119.19,69.75
2013-04-30,198.05,136.0,,84.72,35.56,37.8,44.46,63.59,20.22,45.52,57.59,24.0,256.55,118.36,69.97
2013-04-29,197.1,134.82,,85.0,35.04,37.59,44.18,64.89,21.31,44.86,58.53,23.77,255.1,119.07,70.03
2013-04-26,194.73,129.87,,84.14,34.93,37.68,44.18,65.24,20.96,44.68,57.89,23.9,253.75,116.56,68.71
2013-04-25,196.15,131.03,,84.62,35.04,37.62,43.71,64.73,21.15,45.26,57.97,23.98,255.65,116.77,70.14
2013-04-24,195.13,132.84,,84.61,34.12,36.95,44.14,64.9,20.99,44.85,58.2,23.72,255.2,115.85,69.84
2013-04-23,193.43,130.59,,83.82,32.95,36.8,42.74,65.29,20.81,43.51,54.67,24.52,251.33,113.19,68.42
2013-04-22,188.7,124.65,,80.26,33.16,34.98,43.23,62.6,20.03,43.26,53.68,24.49,252.3,110.27,68.54
2013-04-19,184.63,126.38,,82.19,33.01,34.43,42.96,63.41,20.02,43.04,53.27,23.95,249.96,111.35,68.01
2013-04-18,183.93,121.95,,82.02,32.9,33.78,42.6,64.2,19.66,42.88,53.07,23.61,250.0,109.95,67.52
2013-04-17,182.98,121.07,,79.43,32.91,33.82,42.32,71.99,19.94,43.2,52.85,23.89,253.25,110.41,66.59
2013-04-16,185.23,122.24,,83.24,33.67,35.04,42.33,71.73,20.12,43.34,55.35,24.13,255.0,114.79,67.34
2013-04-15,188.73,121.88,,83.74,33.88,34.64,42.88,72.02,20.05,45.89,55.0,25.15,263.35,117.88,67.08
2013-04-12,190.48,123.5,,83.03,34.32,35.15,43.06,72.28,20.24,45.57,57.71,25.31,264.8,118.6,68.2
2013-04-11,187.3,124.26,,84.86,33.91,34.84,43.14,72.54,20.53,45.58,57.4,25.36,260.79,120.22,68.85
2013-04-10,184.54,123.31,,84.34,33.25,34.56,42.52,71.61,20.12,44.25,56.9,24.77,258.2,119.14,68.1
